,user_id,setup_cluster,user_preference,user_behavior
0,100003521321234,4,Page 5,Weekday Daytime
1,100015668608769,1,Page 6,Weekday Daytime
2,100018322460971,8,Page 5,Nighttime
3,100127188065202,2,Page 3,Weekend Daytime
4,100163013020334,0,Multipages,Weekday Daytime
5,100229992327486,11,Page 1,Weekend Nighttime
6,100252699231636,2,Multipages,No preference
7,100289028843358,1,Page 5,Weekday Nighttime
8,100302370925967,6,Limited interest,Weekend Nighttime
9,100379495953971,4,Multipages,No preference
10,100391830194386,4,Page 6,Nighttime
11,100409589043805,0,Page 5,Weekend Nighttime
12,100448894846436,4,Page 4,Weekend Nighttime
13,100519922937549,1,Page 6,Weekday
14,100543386075205,1,Limited interest,No preference
15,100555850804097,4,Page 6,Weekend Daytime
16,100563888230738,4,Page 4,Weekday Daytime
17,100564800726452,4,Limited interest,Weekend Daytime
18,100612816824435,1,Multipages,No preference
19,100642478155651,6,Multipages,Weekend
20,100668016435583,4,Page 3,Weekday Nighttime
21,100683184669856,1,Page 3,Weekday Nighttime
22,100786567804279,5,Page 2,Weekday Nighttime
23,100812489236971,5,Multipages,Weekday Daytime
24,100848525954940,5,Multipages,Weekday Nighttime
25,100894358098825,2,Page 5,Weekday
26,101067565327506,1,Multipages,Weekday Nighttime
27,101069322454572,10,Page 4,Weekday Daytime
28,101114577586899,1,Multipages,Weekday
29,101219907048879,6,Page 1,Weekday Nighttime
30,101220218245413,2,Page 4,Weekend Daytime
31,101223760936240,7,Multipages,Weekday Nighttime
32,101231079852437,5,Page 5,Weekend Nighttime
33,101327452230819,11,Multipages,Weekend
34,101506171406346,10,Page 3,Daytime
35,101546062981895,3,Multipages,Daytime
36,101692268377314,11,Limited interest,Daytime
37,101717454830018,1,Multipages,Weekday Daytime
38,101753932704397,7,Page 4,Weekend Nighttime
39,101757026568609,1,Page 6,No preference
40,101881604603031,2,Page 1,Weekday Nighttime
41,101897645420857,8,Page 4,No preference
42,101969166698172,4,Page 4,Weekday Daytime
43,101983714877038,9,Page 6,Weekday Nighttime
44,102065385929008,5,Limited interest,Weekday Daytime
45,102069513467035,9,Page 1,Weekday Daytime
46,102073825051328,3,Page 3,Daytime
47,102126042669948,4,Multipages,Weekday
48,102217290652423,2,Page 3,Weekday
49,102223713735921,4,Multipages,Weekday Daytime
50,102316544102876,0,Multipages,Weekday Daytime
51,102378303005384,5,Page 3,Weekday Nighttime
52,102446232319090,10,Page 4,Weekday Nighttime
53,102448890143119,9,Multipages,Weekday Daytime
54,102482539122384,10,Page 5,Nighttime
55,102490985604474,5,Page 3,Weekday
56,102580251877353,0,Multipages,Weekday Daytime
57,102621982475581,1,Multipages,Weekday Daytime
58,102641689820366,4,Multipages,Weekday
59,102660027027405,3,Page 1,Weekday Daytime
60,102698007271994,2,Page 5,No preference
61,102733830431458,9,Page 3,Weekday Daytime
62,102823891261197,6,Limited interest,Nighttime
63,102919945113142,2,Page 3,Weekend
64,102921096200031,1,Limited interest,Weekday Nighttime
65,102939450998566,0,Page 3,Weekday Daytime
66,102968658569209,5,Page 5,Weekday Daytime
67,102974134941467,10,Page 4,Weekday Daytime
68,103033867285124,0,Limited interest,Weekday Daytime
69,103089871077853,2,Page 1,Weekday
70,103316227812815,6,Page 5,Daytime
71,103406228436188,0,Multipages,Weekend
72,103547280804527,5,Multipages,No preference
73,103599953104426,9,Multipages,Weekday
74,103605300166341,4,Multipages,Weekday
75,103613500028652,2,Multipages,Weekday Nighttime
76,103624796487963,5,Multipages,Weekday Nighttime
77,103648735879203,4,Multipages,No preference
78,103659383835807,3,Page 1,Weekday
79,103680615963699,2,Page 2,Weekday
80,103683456724119,3,Page 1,Weekend Nighttime
81,103721630472432,4,Page 4,Weekday Nighttime
82,103745124561991,4,Page 5,Weekday Nighttime
83,103825776953058,6,Page 4,Weekday
84,103839733964699,1,Page 6,Weekend
85,103868335212557,8,Page 1,Weekday
86,103873226622367,1,Page 3,Weekday Nighttime
87,103873986301595,9,Multipages,Weekend Daytime
88,103926682891259,1,Limited interest,Weekend Daytime
89,104055368144967,0,Page 4,Nighttime
90,104190425842107,1,Multipages,Weekday Daytime
91,104195294076565,0,Multipages,No preference
92,104309782420639,3,Page 4,No preference
93,104313051166272,6,Page 5,Weekday Daytime
94,104313321232361,7,Page 2,Weekend Daytime
95,104358483517294,4,Multipages,Daytime
96,104404888125841,3,Page 4,Weekday Daytime
97,104416485675859,6,Page 2,Weekday
98,104444147362137,4,Page 5,Weekday Nighttime
99,104448787090283,1,Page 5,Daytime
100,104486023247549,6,Page 5,Weekday
101,104666790699784,11,Page 5,Weekday
102,104721303726051,2,Limited interest,Weekday Daytime
103,104755292963164,3,Page 4,No preference
104,104831529449575,6,Page 5,Weekday Nighttime
105,104992646529342,2,Page 3,Weekend Nighttime
106,105042597444736,4,Multipages,No preference
107,105097424021740,5,Multipages,No preference
108,105141098033191,4,Multipages,Weekend Daytime
109,105155588194869,2,Multipages,Nighttime
110,105243344719665,1,Multipages,No preference
111,105276526191841,3,Multipages,Weekend Nighttime
112,105276757452594,7,Page 5,Weekday
113,105291634314318,6,Page 1,Weekday Nighttime
114,105328345174023,1,Page 5,Weekday
115,105377233432007,6,Multipages,No preference
116,105385517791021,1,Multipages,Weekend Daytime
117,105401183759459,2,Page 2,Weekday Nighttime
118,105489477904815,5,Limited interest,Nighttime
119,105512086160640,0,Multipages,Weekday Daytime
120,105528330671534,9,Page 3,Nighttime
121,105623367377255,9,Page 6,No preference
122,105633528378838,6,Multipages,Weekday Nighttime
123,105720867217190,4,Page 2,Weekday
124,105733103112890,10,Page 1,Weekday
125,105735261018040,9,Multipages,Weekday Nighttime
126,105754241940870,6,Multipages,Weekday Nighttime
127,105762215354676,1,Page 3,Weekday
128,105829331127292,2,Multipages,Weekday Daytime
129,105837179446130,8,Multipages,Weekend
130,105857491235605,4,Multipages,Weekday
131,105861677245732,10,Multipages,Daytime
132,105865441433683,4,Page 2,Weekday Nighttime
133,105892463592912,7,Limited interest,Weekday
134,105916182626693,4,Limited interest,Weekday Daytime
135,105929118035095,6,Page 1,Weekday
136,105949420506334,0,Page 4,Daytime
137,105996084489913,1,Multipages,Weekday
138,106013565825818,3,Multipages,Weekday Nighttime
139,106030376396025,0,Page 2,Weekday Daytime
140,106089287013409,4,Multipages,Weekday Daytime
141,106163181306964,10,Multipages,Weekday Daytime
142,106163709221709,1,Page 6,Weekday Nighttime
143,106163912602160,5,Multipages,Weekend Daytime
144,106202869519712,3,Page 3,Weekday Daytime
145,106228146564219,4,Page 1,Weekday Nighttime
146,106313563616731,5,Page 4,No preference
147,106320833627560,9,Page 3,Weekday Nighttime
148,106387369679763,2,Page 3,Weekday
149,106416740858116,6,Multipages,No preference
150,106436526318655,6,Page 1,No preference
151,106452591521199,2,Multipages,No preference
152,106555146790295,2,Page 5,Weekday Daytime
153,106662596773173,9,Page 5,Weekday Nighttime
154,106690133713482,4,Page 2,Weekday
155,106838315396285,4,Page 1,Weekday Nighttime
156,106845670118315,0,Page 1,Weekday Daytime
157,106870777107412,0,Multipages,Nighttime
158,106887827195200,2,Page 3,Weekend Nighttime
159,106938727692120,4,Page 6,No preference
160,106939886545412,3,Page 3,Daytime
161,106944153788753,4,Page 4,Weekday
162,106988537762134,5,Limited interest,Weekday Daytime
163,107034132685761,9,Multipages,No preference
164,107087661876327,4,Multipages,Weekday Nighttime
165,107228859679565,5,Multipages,No preference
166,107261248076112,6,Page 2,Weekend Nighttime
167,107261443243077,5,Page 5,Nighttime
168,107346768386051,9,Page 6,Weekday Nighttime
169,107375959009373,3,Page 3,Weekday
170,107406929540279,11,Page 5,Weekday
171,107425290506466,2,Limited interest,Weekday Daytime
172,107459571025289,3,Page 6,Nighttime
173,107515918550195,4,Page 3,Weekday
174,107540234794522,4,Multipages,Weekday
175,107679852149820,6,Multipages,Weekend Nighttime
176,107826595865670,5,Page 6,Weekend Nighttime
177,107827314167974,7,Multipages,Weekend Nighttime
178,107995841563266,10,Multipages,Nighttime
179,108110430498166,4,Page 1,Weekend Nighttime
180,108138032376308,1,Page 1,Weekday
181,108176002120638,1,Limited interest,Weekday Daytime
182,108349403177294,3,Multipages,Daytime
183,108447948706173,1,Multipages,Weekday Daytime
184,108453929726169,8,Page 5,Weekday
185,108587145233239,2,Page 4,Nighttime
186,108717570388236,8,Page 5,Daytime
187,108777307106187,5,Page 5,Weekday Nighttime
188,108788881390335,1,Page 1,Weekday
189,108973603221083,9,Limited interest,No preference
190,108993817134046,2,Multipages,Nighttime
191,109067459299574,2,Limited interest,Weekday Nighttime
192,109099756807252,8,Limited interest,Weekday Daytime
193,109165415596816,1,Page 2,Weekday
194,109175025983676,0,Page 3,Weekday Daytime
195,109179299501336,4,Page 4,Weekday
196,109186635031065,10,Limited interest,No preference
197,109224196063419,4,Page 2,Nighttime
198,109340793918908,7,Multipages,Weekday
199,109349224758159,6,Multipages,No preference
200,109350110143568,4,Page 5,Weekday Daytime
201,109398191454058,2,Page 2,Weekday Nighttime
202,109598277521450,4,Page 1,Weekday Nighttime
203,109614139825406,7,Limited interest,Weekday
204,109640548124711,1,Limited interest,Weekday
205,109696033526484,3,Multipages,Weekday Nighttime
206,109842546389316,7,Multipages,No preference
207,109875965179296,6,Page 1,Weekday Nighttime
208,109931233558374,2,Multipages,Weekday
209,109950566548413,5,Multipages,No preference
210,110001691892648,4,Page 5,No preference
211,110015749383462,4,Page 1,Weekday Nighttime
212,110041585205556,1,Page 3,Weekday Daytime
213,110106328075844,0,Page 5,Daytime
214,110131908558109,6,Multipages,Weekday Nighttime
215,110268801681361,5,Page 1,Weekday
216,110279173974857,0,Page 6,No preference
217,110286206685912,4,Limited interest,Weekday Daytime
218,110327739936370,7,Page 5,Weekday Nighttime
219,110420271633348,6,Multipages,Nighttime
220,110471566583335,1,Page 1,Weekday
221,110553154967847,0,Page 3,Weekday Daytime
222,110558785990964,11,Page 2,Weekday
223,110567457881658,10,Multipages,Nighttime
224,110669264173016,4,Multipages,Weekday Daytime
225,110686934576635,1,Page 2,Weekday
226,110702074793129,4,Page 1,Weekday
227,110753395823019,10,Page 5,Weekday Daytime
228,110773150805566,3,Page 1,Weekday Daytime
229,110912028641799,8,Multipages,Weekday Nighttime
230,110953937726283,6,Multipages,Weekday
231,110978020326767,3,Page 3,Weekday Daytime
232,111016647998088,5,Multipages,Weekday Nighttime
233,111027932258810,3,Page 5,Weekday Nighttime
234,111035502139249,4,Page 4,Daytime
235,111059543661594,1,Multipages,Weekday Nighttime
236,111064385780004,1,Page 4,Daytime
237,111228344514780,1,Multipages,Weekday
238,111250814787657,0,Page 4,Weekday Nighttime
239,111254836131074,0,Multipages,Weekday
240,111281645099270,2,Multipages,Weekend Daytime
241,111289886162265,2,Multipages,Weekday Daytime
242,111298090305905,6,Multipages,Weekday Daytime
243,111331450571808,10,Page 2,Weekday
244,111340887093580,6,Page 3,Weekday
245,111378818710082,7,Limited interest,Weekday
246,111388421957371,10,Multipages,Weekday
247,111394191113444,2,Page 6,Weekday Daytime
248,111446994442530,1,Multipages,No preference
249,111472798707753,3,Multipages,Weekday
250,111661260548827,1,Multipages,Weekend
251,111688941109201,4,Multipages,Weekday Daytime
252,111760141126710,3,Multipages,Weekday
253,111788143728544,2,Limited interest,Weekend Nighttime
254,111816849980109,1,Page 3,No preference
255,111894677486473,6,Page 4,Weekend Nighttime
256,111908565014393,4,Limited interest,Weekday Nighttime
257,111909933455594,1,Multipages,Weekday Daytime
258,111927989777788,4,Multipages,Weekday
259,111935330972343,11,Multipages,Weekday Nighttime
260,112136779446587,5,Page 4,Weekend Nighttime
261,112197951516815,3,Page 3,Weekday Daytime
262,112209833207257,5,Page 3,Daytime
263,112244152400606,6,Page 6,Daytime
264,112513405499426,2,Page 5,Nighttime
265,112702470313011,2,Page 1,Weekday Daytime
266,112715578622710,4,Limited interest,Weekday Nighttime
267,112733641963352,2,Multipages,Weekday
268,113275585564404,1,Multipages,Weekend Nighttime
269,113297568005143,7,Page 6,Weekday Daytime
270,113387296664181,8,Page 2,No preference
271,113397868683603,4,Multipages,Weekday Nighttime
272,113406360662613,3,Multipages,Daytime
273,113429402864339,4,Multipages,Weekday Nighttime
274,113450919264378,1,Multipages,Daytime
275,113523549920513,8,Multipages,Weekend Daytime
276,113575187006100,4,Limited interest,Weekday Daytime
277,113610614826684,11,Page 3,Weekday Daytime
278,113611828989667,0,Page 4,Weekday Nighttime
279,113611913004355,4,Page 6,Weekend
280,113707981420955,1,Multipages,No preference
281,113724920975493,7,Page 2,Weekday Daytime
282,113812169712212,1,Page 3,Weekday Daytime
283,113905998080467,6,Page 2,Weekday
284,113908652059982,4,Page 6,Weekday
285,114008750320527,0,Multipages,Weekday Daytime
286,114015940796485,6,Page 2,Weekday
287,114047163257636,5,Page 5,Weekend Nighttime
288,114089156035026,3,Limited interest,Weekend Daytime
289,114143341294008,6,Page 4,Weekday
290,114187049324474,1,Multipages,Weekday Nighttime
291,114224501714954,3,Limited interest,Weekday Daytime
292,114257386496463,4,Page 1,Weekday
293,114348804933539,1,Page 5,Weekday Daytime
294,114452526293654,0,Multipages,Weekday
295,114486129924417,5,Page 3,Weekend Daytime
296,114522630999749,5,Page 2,Weekday Daytime
297,114557744958364,4,Multipages,Nighttime
298,114589395197723,1,Page 4,Weekday Nighttime
299,114623685382304,6,Multipages,Weekday Nighttime
300,114629348735971,2,Multipages,Weekday Daytime
301,114636641928021,4,Limited interest,Weekday Nighttime
302,114646820476846,9,Multipages,Nighttime
303,114666478849998,4,Multipages,No preference
304,114813404932912,6,Multipages,Weekday
305,114853985502331,0,Multipages,Weekday Nighttime
306,114941768713210,7,Limited interest,Weekday Nighttime
307,115107390436340,7,Page 2,Weekend Daytime
308,115168904140472,9,Page 5,Daytime
309,115209558563845,4,Page 4,Weekday Nighttime
310,115234750377819,3,Page 1,Weekday Daytime
311,115346027504296,3,Multipages,Weekday Daytime
312,115356542308335,6,Page 4,Weekday Daytime
313,115366237840814,6,Multipages,Weekday
314,115524139937523,1,Page 4,Weekday Nighttime
315,115551295540585,1,Multipages,No preference
316,115575487176360,4,Page 4,Weekday Nighttime
317,115612647998452,2,Multipages,Weekday
318,115681246726167,2,Multipages,Daytime
319,115719152054243,1,Page 3,Nighttime
320,115723169491246,6,Page 5,No preference
321,115874326979738,4,Multipages,Weekday
322,115888374383651,4,Page 4,Weekday Daytime
323,115912274262383,4,Limited interest,Weekday Nighttime
324,115935967386550,6,Multipages,Daytime
325,115944541653355,4,Multipages,Weekday Nighttime
326,116017223964704,3,Limited interest,Weekday
327,116049143521492,1,Page 1,Weekday Nighttime
328,116064262513961,1,Multipages,No preference
329,116085789128346,2,Multipages,Weekday Daytime
330,116133699535725,9,Page 4,Weekday
331,116148016757847,8,Page 1,Weekday Daytime
332,116158550451729,1,Multipages,Weekday Nighttime
333,116177770828129,1,Multipages,Weekend
334,116208003611436,0,Page 4,Weekend Nighttime
335,116223501809463,6,Page 1,Weekday
336,116260924319571,4,Limited interest,Weekday Nighttime
337,116285791772550,10,Page 4,Weekday Daytime
338,116318404063013,6,Page 3,Weekday Nighttime
339,116392913154863,2,Page 3,Nighttime
340,116461341076088,6,Page 1,Weekday
341,116530166210203,3,Page 5,No preference
342,116541441179863,6,Multipages,Weekday Daytime
343,116548055811380,6,Multipages,Weekday
344,116640941365792,8,Page 3,Daytime
345,116678759408024,2,Multipages,Weekday Daytime
346,116717274457526,4,Page 4,Weekday Nighttime
347,116745567511924,1,Multipages,Weekday Nighttime
348,116827411343326,4,Page 2,Weekday Daytime
349,116911889548387,2,Page 1,Weekday Daytime
350,116912276699421,9,Multipages,Weekday Daytime
351,116940770511155,4,Multipages,Daytime
352,116960184120328,4,Limited interest,Weekday Nighttime
353,116989718874995,4,Multipages,Weekday Nighttime
354,117005513094097,5,Limited interest,Weekend Nighttime
355,117034331971749,1,Page 4,Weekday
356,117096206903883,1,Page 3,Weekday Daytime
357,117103626273179,8,Page 2,Weekday
358,117162573630373,4,Multipages,No preference
359,117267542739439,3,Limited interest,Weekday Nighttime
360,117313068854732,8,Multipages,No preference
361,117377998846080,10,Multipages,Weekday Daytime
362,117403128390895,1,Page 2,Weekday Daytime
363,117409119625210,1,Multipages,Weekday
364,117414955697360,2,Page 3,No preference
365,117495566810739,5,Multipages,No preference
366,117587423904023,9,Multipages,Weekday
367,117620057292566,4,Page 1,Weekday Daytime
368,117670063096426,1,Multipages,No preference
369,117676499022333,6,Page 5,Weekday Daytime
370,117694596441201,1,Page 3,Weekday Nighttime
371,117728575338206,11,Page 2,Weekday
372,117732343218969,11,Limited interest,Weekday Nighttime
373,117774854046700,0,Limited interest,Weekday Nighttime
374,117788108320893,6,Multipages,Weekday Nighttime
375,117818242595330,4,Page 6,Weekend
376,117820493603206,4,Page 1,Nighttime
377,117829655966530,4,Page 2,Daytime
378,117835142066653,2,Multipages,Weekday Nighttime
379,117866086712699,6,Page 5,Weekend
380,117990318186573,5,Limited interest,Weekday Daytime
381,117990964169243,4,Page 5,Weekend Nighttime
382,118051913523374,5,Page 5,Weekend Nighttime
383,118186273077785,11,Limited interest,Weekday Nighttime
384,118240452614365,2,Page 5,Nighttime
385,118263878666364,9,Page 5,Weekday Daytime
386,118344824607926,7,Page 3,Weekday
387,118405696761561,8,Page 3,Nighttime
388,118413137413412,8,Page 4,Weekday
389,118437433123732,3,Page 2,Weekend Nighttime
390,118515504903121,1,Multipages,Weekday Nighttime
391,118528389044675,1,Multipages,Weekday Daytime
392,118620852969735,4,Multipages,Weekday Daytime
393,118643879657039,6,Page 2,Weekend Daytime
394,118658062947855,11,Page 5,Weekday Nighttime
395,118666819298588,4,Page 4,No preference
396,118835581617189,10,Multipages,Weekday Nighttime
397,118845498056044,5,Page 6,Weekend
398,118847677196586,10,Page 1,Weekend Nighttime
399,118880505549467,0,Limited interest,Weekend Daytime
400,118897785350789,0,Page 2,Weekday Nighttime
401,118931068465264,4,Multipages,Weekend Nighttime
402,118935037963643,4,Page 5,Weekday
403,118944558318289,0,Page 6,Weekend
404,118974103651841,5,Page 2,Weekday Nighttime
405,118980891151632,0,Multipages,Nighttime
406,119065501090271,5,Page 6,Weekday
407,119111931049858,4,Page 2,Weekday Nighttime
408,119115944565532,7,Page 5,Weekend Nighttime
409,119191403812073,10,Limited interest,Weekday
410,119218992041693,1,Multipages,Weekday
411,119242681770751,2,Multipages,Nighttime
412,119308730607095,11,Multipages,Nighttime
413,119448492345227,4,Page 6,Weekend Daytime
414,119455793641135,6,Page 2,Weekday Daytime
415,119481888329548,1,Page 6,Weekday
416,119527702089640,5,Page 2,No preference
417,119740171029698,8,Multipages,Weekend
418,119752821679603,5,Page 4,Weekday
419,119860704563351,8,Page 4,Daytime
420,119865911423102,4,Limited interest,Weekend
421,119880664771534,3,Multipages,No preference
422,119935431524907,4,Multipages,Nighttime
423,119949922766313,1,Page 3,Weekend Nighttime
424,119987142453062,4,Page 1,Daytime
425,120010755699508,0,Page 2,Weekday
426,120028912476539,4,Multipages,Daytime
427,120069360409261,2,Multipages,Daytime
428,120163897325232,1,Multipages,Weekday Daytime
429,120331193942945,10,Multipages,Weekday Nighttime
430,120359797724571,7,Page 5,Weekday Nighttime
431,120365880102321,1,Page 6,Weekday Nighttime
432,120446517079694,0,Multipages,Weekday
433,120463786024187,5,Page 4,Weekday
434,120473577149961,1,Page 3,Nighttime
435,120491532398804,6,Multipages,Weekday Nighttime
436,120600250622475,2,Multipages,Weekday
437,120616127371820,2,Multipages,Weekday Daytime
438,120624118384506,4,Page 1,Weekday Daytime
439,120659139640866,8,Multipages,Weekday Daytime
440,120736512642435,4,Multipages,Weekday Nighttime
441,120737031939430,1,Page 2,Weekday
442,120790163835520,6,Multipages,Weekday Daytime
443,120850443051198,4,Multipages,Weekday Nighttime
444,120893171318708,0,Page 6,Weekday Daytime
445,120907197044883,9,Multipages,Weekday Daytime
446,121009856930535,3,Page 2,Weekday Daytime
447,121018689682080,4,Page 4,Weekend Daytime
448,121074880457236,10,Multipages,No preference
449,121117813349041,9,Page 3,No preference
450,121123889366788,4,Multipages,No preference
451,121134633541801,2,Multipages,No preference
452,121194189005065,7,Multipages,No preference
453,121286791213890,6,Page 4,Weekday Nighttime
454,121377585570926,8,Page 6,Weekday Daytime
455,121408297539494,3,Page 5,Weekend Nighttime
456,121464931564125,1,Page 6,Weekday Daytime
457,121521179977424,1,Page 2,Weekday Daytime
458,121601875362326,4,Page 6,Weekday
459,121621717860464,7,Page 2,Weekday Nighttime
460,121675532681052,4,Page 3,Weekend
461,121773834143820,1,Page 6,Weekday Daytime
462,121796908893181,1,Page 5,Daytime
463,121822436807815,8,Limited interest,Daytime
464,121869928482665,4,Limited interest,No preference
465,121995833749684,0,Limited interest,Weekend
466,122082605182554,1,Multipages,Weekday Daytime
467,122103352113979,5,Multipages,Weekday Nighttime
468,122143821322505,4,Limited interest,Weekday Nighttime
469,122371810555540,9,Page 5,Weekday Daytime
470,122407638728791,2,Page 6,Weekend Daytime
471,122416313149472,0,Page 4,Weekday Nighttime
472,122504816568589,8,Multipages,Weekday
473,122509642664870,0,Page 4,Weekday Nighttime
474,122580638083260,4,Page 4,Weekday
475,122601139152818,6,Multipages,Weekday Daytime
476,122682343558725,6,Multipages,Weekday Nighttime
477,122692632864800,4,Page 2,No preference
478,122698410725308,10,Multipages,No preference
479,122819831166799,2,Page 5,Weekend Daytime
480,122859256823301,11,Multipages,Weekend Daytime
481,122879151632916,6,Page 4,No preference
482,122919989097324,4,Multipages,Nighttime
483,122947996038982,6,Multipages,Weekday Nighttime
484,123000316748830,6,Multipages,Weekday Daytime
485,123108339403448,2,Multipages,Weekday Nighttime
486,123153656501443,10,Page 6,Weekday
487,123336456391116,4,Limited interest,Weekday Nighttime
488,123391718361810,4,Limited interest,Weekday Daytime
489,123423158009472,8,Page 2,Weekday
490,123445085366634,9,Page 5,No preference
491,123456637334383,2,Page 2,Weekday
492,123484932775550,10,Page 6,Weekday Daytime
493,123609278027722,2,Multipages,Weekend Daytime
494,123622131939533,3,Page 2,Weekday Daytime
495,123635363841723,0,Page 5,Weekend Daytime
496,123676006102415,6,Page 3,Weekend Nighttime
497,123752155968003,5,Page 3,Weekend Daytime
498,123812842526817,1,Page 6,Weekday Nighttime
499,123870809588852,11,Multipages,Weekday Nighttime
500,123874803792047,4,Multipages,No preference
501,123878263445148,0,Multipages,No preference
502,123878684291233,0,Page 3,Weekday Nighttime
503,123917172990225,4,Page 5,Weekday
504,123941872765137,2,Page 6,Weekday Daytime
505,123961911168753,1,Page 6,Weekday Nighttime
506,123983714787381,1,Page 6,Weekend Nighttime
507,124140007060869,1,Page 3,Weekday
508,124143976903472,6,Limited interest,Weekday Nighttime
509,124175714489245,4,Page 1,Weekday Nighttime
510,124183020839061,3,Limited interest,Weekend Daytime
511,124194087613409,4,Multipages,Weekday Nighttime
512,124248300059975,4,Multipages,Daytime
513,124309244618013,4,Multipages,Weekday Nighttime
514,124309336188844,1,Page 4,Weekday Daytime
515,124318577779753,0,Multipages,Weekday
516,124441341569487,4,Page 4,Weekday
517,124465952113220,4,Page 1,Weekend Daytime
518,124476001917968,7,Page 6,Weekend Daytime
519,124616015649936,6,Limited interest,Weekend Daytime
520,124628580742810,10,Limited interest,Weekday Nighttime
521,124659844553948,4,Page 2,Weekday
522,124674385053737,6,Limited interest,No preference
523,124685384172431,1,Limited interest,Weekday Nighttime
524,124738035470878,2,Page 3,Weekday Daytime
525,124795386789949,9,Page 5,Weekday Nighttime
526,124798640512674,6,Multipages,No preference
527,124829510629036,0,Page 5,No preference
528,124861485793045,10,Multipages,Weekday
529,124864507964377,1,Page 4,Weekday Daytime
530,124932388905793,2,Page 3,Daytime
531,125028642234208,9,Multipages,Nighttime
532,125034081503412,3,Page 5,Weekend
533,125034276703501,3,Multipages,Weekend Nighttime
534,125041916543123,1,Multipages,Weekend Daytime
535,125088912923975,4,Page 5,Weekday Daytime
536,125107517482451,0,Limited interest,Weekday Daytime
537,125159555790032,4,Multipages,Weekday Nighttime
538,125179305489817,4,Page 6,Weekday Nighttime
539,125258056231997,4,Page 1,Daytime
540,125279424866470,1,Page 2,Weekday Nighttime
541,125399130515966,4,Multipages,No preference
542,125481464564114,6,Multipages,Weekday Nighttime
543,125485530563575,2,Page 1,Weekend Daytime
544,125567168608490,4,Limited interest,Weekday Daytime
545,125574393030759,10,Page 6,Daytime
546,125590325012757,3,Page 2,Weekday Nighttime
547,125601769906632,8,Page 2,Weekday
548,125668012797564,4,Page 6,Weekday
549,125784739170282,1,Page 4,Weekday
550,125804142493596,5,Multipages,Weekday
551,125843515084403,5,Page 1,Weekday Nighttime
552,126037666744301,8,Page 3,Weekday Nighttime
553,126126985595122,4,Multipages,No preference
554,126137606158139,4,Limited interest,Weekday Daytime
555,126247239975028,0,Limited interest,Weekday Daytime
556,126390257452113,1,Multipages,Weekend Daytime
557,126451207270918,0,Page 5,Weekday Nighttime
558,126516849738201,6,Page 4,Weekday Nighttime
559,126559992453410,6,Page 2,Weekday
560,126575206597882,4,Page 1,Weekday Daytime
561,126582481672089,5,Page 2,Weekend
562,126645700858748,4,Page 1,Weekday Daytime
563,126661137806193,4,Page 5,Weekday Nighttime
564,126670212566127,2,Page 4,Weekday Daytime
565,126717596890352,9,Page 4,Weekend Daytime
566,126723574694203,1,Page 4,No preference
567,126845505448952,4,Page 6,No preference
568,126880212877484,1,Page 3,Weekday Nighttime
569,126913349765211,4,Multipages,No preference
570,126913815149774,9,Limited interest,Weekday Daytime
571,126981343224753,4,Multipages,Weekday
572,126993605416236,2,Limited interest,Weekday Daytime
573,127144454438186,9,Multipages,Weekday Nighttime
574,127154280201610,3,Limited interest,Weekday
575,127170281679056,5,Page 1,No preference
576,127172052194686,3,Page 4,Weekday Nighttime
577,127182358678396,2,Multipages,Weekday
578,127216927781728,4,Page 6,Weekday Nighttime
579,127238184533593,5,Page 5,Daytime
580,127271911552482,1,Multipages,Daytime
581,127288112322347,8,Page 2,Weekend
582,127448305132937,1,Multipages,Weekday
583,127526116395004,2,Multipages,No preference
584,127584816374647,1,Multipages,Weekday
585,127601118401236,6,Limited interest,Weekday Daytime
586,127652342197704,1,Page 4,Weekday Daytime
587,127670909706032,2,Page 5,Weekend
588,127688558708836,4,Page 5,Weekday Nighttime
589,127712748909016,4,Multipages,Daytime
590,127778390834823,2,Limited interest,Weekday Nighttime
591,128018190628616,2,Page 3,Weekday
592,128073843521939,4,Page 2,Weekday Daytime
593,128187877981852,9,Multipages,Weekday Nighttime
594,128205212098612,2,Multipages,Nighttime
595,128298356319555,7,Page 5,Weekday
596,128319504342129,5,Page 6,Weekday
597,128344938947360,1,Page 2,Weekday Nighttime
598,128368039210976,4,Page 5,Weekday
599,128385956667031,0,Page 3,Weekday Nighttime
600,128419683855311,3,Multipages,Weekday Nighttime
601,128534163449074,1,Page 2,Weekday
602,128614422336286,4,Multipages,No preference
603,128648965344579,8,Page 5,Weekday
604,128673164481673,10,Page 5,Daytime
605,128828725122426,7,Page 2,Weekday
606,128961780255514,1,Multipages,Weekday
607,129117306660132,1,Page 6,No preference
608,129179186572941,3,Page 6,Weekend
609,129183500566035,7,Page 6,Weekday Nighttime
610,129371288580468,10,Multipages,Weekday
611,129453082088978,1,Page 2,Weekday Daytime
612,129468165808612,6,Page 5,Weekday
613,129473528483171,7,Page 6,Weekday Nighttime
614,129487386188806,2,Page 5,No preference
615,129492292878098,7,Page 5,No preference
616,129555965867853,6,Page 6,Weekday
617,129568610183222,2,Limited interest,Weekday
618,129576005408173,7,Page 4,Weekday Daytime
619,129635345832638,3,Multipages,Weekday
620,129636738533796,4,Page 5,Weekday Nighttime
621,129671436757019,7,Page 4,Weekday
622,129697790239769,11,Page 4,Weekday Daytime
