,user_id,setup_cluster,user_preference,user_behavior
3466,259345505334167,10,Page 3,Weekend Nighttime
3467,259427023132588,1,Multipages,Weekend Nighttime
3468,259433691236296,1,Limited interest,Weekday Nighttime
3469,259489824391216,4,Page 5,No preference
3470,259501801743944,5,Limited interest,Weekday Daytime
3471,259521535510966,11,Page 4,No preference
3472,259618026907154,1,Page 3,Weekday Nighttime
3473,259664102350429,6,Multipages,Weekday
3474,259690716780866,4,Page 3,Weekday Nighttime
3475,259697925971193,5,Multipages,Weekday Daytime
3476,259738770643915,1,Page 1,Weekday
3477,259771734514552,4,Page 5,Weekday
3478,259777227651411,1,Multipages,Weekday
3479,259816630632410,5,Page 5,Weekend Daytime
3480,259851249504566,1,Page 1,Weekday Nighttime
3481,259876817216197,3,Multipages,Weekday
3482,259948224604418,10,Multipages,Weekend Daytime
3483,260005160117059,4,Multipages,Weekday
3484,260032152014795,4,Page 5,Weekday Nighttime
3485,260039731553763,1,Multipages,No preference
3486,260040630865976,10,Page 1,Weekday Daytime
3487,260049018446597,6,Limited interest,Weekday Daytime
3488,260056568614869,6,Page 5,Weekday Daytime
3489,260122906246407,1,Page 6,Weekday Daytime
3490,260171800971113,1,Page 3,Weekend Nighttime
3491,260196213081458,5,Multipages,Weekday
3492,260205650535317,7,Multipages,Weekday
3493,260256650989103,11,Multipages,Weekend
3494,260268957773224,10,Page 5,Weekday Daytime
3495,260270011273132,4,Page 6,Weekday Nighttime
3496,260276225244154,5,Limited interest,No preference
3497,260348161289212,7,Page 3,Weekday
3498,260430414684994,1,Page 1,No preference
3499,260433128906127,0,Multipages,No preference
3500,260463542400062,1,Page 3,Weekend Daytime
3501,260530531497640,10,Multipages,Weekday Nighttime
3502,260545003875466,0,Page 2,Weekday Nighttime
3503,260667033869434,5,Page 4,Weekday
3504,260669169746541,6,Multipages,Weekday Daytime
3505,260703794251440,2,Page 1,Daytime
3506,260725992870742,1,Multipages,Weekday
3507,260727154596403,6,Multipages,Weekday Nighttime
3508,260740049554856,3,Page 6,Weekday Nighttime
3509,260768613018518,1,Page 1,No preference
3510,260795776441572,0,Limited interest,Weekday Nighttime
3511,260799116350319,6,Multipages,Weekday
3512,260801618373794,1,Page 6,No preference
3513,260805329448765,4,Multipages,Weekday Daytime
3514,260822274144064,8,Multipages,Weekday Daytime
3515,260885415468710,2,Multipages,No preference
3516,260918014835956,9,Limited interest,Weekday Daytime
3517,261006693818083,6,Page 5,Weekday Daytime
3518,261038059885758,0,Multipages,Weekday Daytime
3519,261102458055587,0,Page 6,Weekday Daytime
3520,261103743587618,7,Multipages,Weekday
3521,261115785576324,6,Page 1,Weekday Daytime
3522,261182254570198,10,Page 4,Weekday
3523,261297842969224,4,Page 4,Daytime
3524,261384802967540,6,Page 1,No preference
3525,261522037593201,3,Multipages,No preference
3526,261545227775226,5,Multipages,Weekday
3527,261797183229275,5,Page 6,Weekday Nighttime
3528,261836658824733,1,Page 2,Weekday Nighttime
3529,261854056856408,4,Page 4,Weekday Daytime
3530,261855813003318,2,Multipages,No preference
3531,262099122851722,6,Multipages,Weekday
3532,262103169821786,10,Page 3,Weekday Nighttime
3533,262128959975083,3,Multipages,Weekday Daytime
3534,262132978640174,2,Multipages,Weekday Daytime
3535,262138558280139,7,Multipages,No preference
3536,262173043745840,1,Page 5,Weekday Daytime
3537,262176510184561,1,Page 2,No preference
3538,262193732420667,6,Page 5,Weekday Daytime
3539,262276514585745,9,Page 3,Weekday Nighttime
3540,262282863422060,2,Multipages,Weekday Nighttime
3541,262305689188313,4,Multipages,Weekday Nighttime
3542,262307003157504,8,Page 6,Weekday Nighttime
3543,262319399312797,4,Page 1,Weekday
3544,262344158881986,1,Multipages,Nighttime
3545,262374576847504,7,Page 2,Weekday Daytime
3546,262388672071033,1,Multipages,Weekday
3547,262412405440068,3,Multipages,No preference
3548,262418467228396,1,Page 3,Weekday Daytime
3549,262443342918758,0,Page 6,Weekday Daytime
3550,262465511703013,2,Page 5,Weekend
3551,262488060425555,2,Multipages,Weekday Daytime
3552,262491013356262,3,Multipages,Weekday
3553,262499180800446,4,Page 1,Weekday Daytime
3554,262577499475782,5,Multipages,Weekday Nighttime
3555,262692370196604,1,Page 2,Weekday Daytime
3556,262708627977945,5,Page 5,Weekday Nighttime
3557,262757737614841,2,Limited interest,Weekday
3558,262903597681377,7,Page 5,Weekday Nighttime
3559,262965461586816,5,Multipages,Weekday Daytime
3560,262987713012074,6,Page 3,Weekday Daytime
3561,262994044482135,1,Limited interest,Weekday
3562,263026820838999,0,Multipages,Weekend Nighttime
3563,263034502039879,4,Page 2,Weekday Daytime
3564,263072737552220,6,Limited interest,Weekday Nighttime
3565,263152537034910,0,Page 2,Weekday Daytime
3566,263176633219523,2,Page 4,Daytime
3567,263236482143190,5,Multipages,Weekend Nighttime
3568,263282062449261,8,Page 3,Weekend
3569,263289077948174,4,Limited interest,Weekday Nighttime
3570,263293566069866,0,Multipages,Weekend Daytime
3571,263324249143434,6,Page 2,Weekday
3572,263360093956949,0,Page 2,Weekday Nighttime
3573,263371965176792,6,Page 5,No preference
3574,263410676692330,1,Multipages,No preference
3575,263473846297623,8,Page 3,Weekday Nighttime
3576,263552811356786,5,Page 4,Weekday Daytime
3577,263608657265010,5,Page 6,Weekday Nighttime
3578,263632560244117,0,Page 2,Weekday Nighttime
3579,263685899224539,4,Page 1,Weekday
3580,263733492281172,4,Limited interest,Weekday Daytime
3581,263783821900725,2,Multipages,Weekday Nighttime
3582,263819552572494,10,Multipages,Weekday
3583,263827872726782,11,Multipages,Weekday Nighttime
3584,263831290929612,2,Limited interest,Weekend Nighttime
3585,263897785913669,9,Multipages,Weekday Nighttime
3586,263914463138060,6,Page 1,No preference
3587,263943283330062,3,Multipages,Weekday Daytime
3588,264030877089463,2,Multipages,Weekday Nighttime
3589,264035961608006,1,Multipages,Weekday Daytime
3590,264200829156407,9,Page 6,No preference
3591,264234039353311,6,Page 6,Weekday Nighttime
3592,264251561420087,1,Page 4,No preference
3593,264458940576253,8,Multipages,Weekday Nighttime
3594,264516466224731,5,Limited interest,Weekday Daytime
3595,264556082522408,5,Page 6,Weekend
3596,264578681993883,0,Page 6,Weekday
3597,264611499181252,5,Page 2,Weekday Daytime
3598,264640819044534,3,Multipages,No preference
3599,264648974656502,3,Limited interest,Weekend Daytime
3600,264679030127980,0,Multipages,Weekday
3601,264710637747156,1,Multipages,No preference
3602,264724756363843,1,Page 5,Weekday
3603,264744459429331,10,Limited interest,Weekday
3604,264756194736665,4,Page 4,Weekday Nighttime
3605,264838974042626,4,Limited interest,Weekday Daytime
3606,264872988179767,11,Page 2,Weekday Daytime
3607,264885486817084,1,Page 1,Weekday Daytime
3608,264893574870757,1,Multipages,No preference
3609,264926343273723,4,Page 5,Weekday Nighttime
3610,264991171228495,6,Multipages,Weekend Nighttime
3611,265001207344987,1,Multipages,Weekday Nighttime
3612,265043830397551,8,Multipages,Daytime
3613,265089677283224,10,Page 3,Weekend Nighttime
3614,265148806430038,8,Page 1,Weekday Nighttime
3615,265167740779814,6,Page 1,Daytime
3616,265186899061662,4,Page 5,Weekday Daytime
3617,265258239827533,4,Page 3,No preference
3618,265264967986584,9,Multipages,Weekday
3619,265294378315308,1,Page 5,Weekday Daytime
3620,265300022559397,2,Page 1,Daytime
3621,265302593326235,6,Limited interest,No preference
3622,265305206470705,4,Page 3,Daytime
3623,265336588327416,1,Limited interest,Nighttime
3624,265339895730760,1,Multipages,Weekday Nighttime
3625,265378338402204,3,Limited interest,No preference
3626,265379702332221,4,Multipages,Nighttime
3627,265409223280631,2,Multipages,Weekday
3628,265489062188556,11,Page 3,Weekday
3629,265493839529245,4,Multipages,Nighttime
3630,265508766498948,1,Page 2,Weekday Daytime
3631,265515328296071,5,Page 2,Daytime
3632,265543728923330,4,Multipages,No preference
3633,265632727445882,2,Page 3,Weekday Nighttime
3634,265643192772178,11,Page 3,Weekday Daytime
3635,265676890024716,3,Page 4,Weekday Daytime
3636,265764757055065,10,Page 2,Weekday Daytime
3637,265784603979420,1,Limited interest,Weekend Daytime
3638,265794386486468,0,Page 6,Weekday Daytime
3639,265833645626415,1,Multipages,Nighttime
3640,266004060281620,3,Multipages,Weekday Daytime
3641,266020326246885,1,Multipages,Weekday Daytime
3642,266039804799069,4,Page 6,Weekday
3643,266076970417555,6,Multipages,No preference
3644,266096286310449,1,Page 3,Weekday Daytime
3645,266129652518595,5,Page 3,Weekday
3646,266140987559483,0,Page 6,Weekday Daytime
3647,266251199561922,5,Multipages,Weekday Daytime
3648,266265144681786,5,Limited interest,Weekday Nighttime
3649,266389923178818,4,Multipages,Weekday
3650,266395630436632,4,Page 2,Weekday
3651,266513889167255,2,Multipages,Weekday Daytime
3652,266527670103611,5,Limited interest,Weekday Daytime
3653,266534787871306,0,Multipages,Weekday Nighttime
3654,266601272704455,4,Page 2,Weekday Nighttime
3655,266642182901080,10,Multipages,Daytime
3656,266707585136214,11,Multipages,Weekday Nighttime
3657,266732593704235,7,Page 1,Weekday
3658,266757625273304,4,Page 2,Weekend Nighttime
3659,266804727705069,6,Multipages,Weekday
3660,266822487160116,1,Multipages,Weekday Daytime
3661,266860033730711,6,Page 5,Weekend Nighttime
3662,266935465028844,1,Page 2,Weekend Daytime
3663,266940315368865,10,Limited interest,Weekend Daytime
3664,266968137657153,2,Multipages,Daytime
3665,267024602963523,3,Multipages,Weekday
3666,267068361622475,3,Multipages,Weekday Nighttime
3667,267108040807476,4,Multipages,Weekday Nighttime
3668,267110465621519,3,Multipages,Weekday Daytime
3669,267133296183757,1,Limited interest,Weekend Nighttime
3670,267148065284617,1,Page 3,Weekday
3671,267152467356215,9,Page 2,Weekday Daytime
3672,267246874278783,0,Page 6,Daytime
3673,267321906613631,1,Page 1,Nighttime
3674,267414013321803,4,Page 5,Weekday
3675,267487671750697,10,Page 1,Weekend Daytime
3676,267568848551362,4,Page 4,No preference
3677,267614662720199,4,Limited interest,Weekday Daytime
3678,267621881051493,4,Multipages,Weekend Nighttime
3679,267633501743445,8,Page 4,Weekday Daytime
3680,267651929475233,9,Multipages,Weekday Daytime
3681,267655367138620,1,Page 1,No preference
3682,267747433267739,4,Page 6,Nighttime
3683,267749316643473,7,Page 4,No preference
3684,267854956192775,3,Multipages,Weekday Nighttime
3685,267884344431259,1,Page 5,Weekday Nighttime
3686,267931941878714,10,Page 6,Weekday Nighttime
3687,267999551014714,0,Page 3,Daytime
3688,268012999482788,5,Page 1,Weekday
3689,268052023828126,6,Multipages,Weekday Nighttime
3690,268063305350290,6,Multipages,Weekday Nighttime
3691,268108885613346,4,Multipages,Nighttime
3692,268140005355862,9,Multipages,Weekday Nighttime
3693,268157880455181,4,Limited interest,No preference
3694,268176905139195,3,Page 6,Weekday Nighttime
3695,268193463290760,0,Page 2,Weekday Daytime
3696,268202124706529,4,Limited interest,Weekend Nighttime
3697,268239708116055,6,Page 3,Weekday
3698,268342370053509,0,Multipages,Weekday
3699,268347295693483,1,Multipages,Weekday Nighttime
3700,268360074371828,6,Page 4,Weekday Nighttime
3701,268399070447502,3,Multipages,No preference
3702,268432540293106,7,Page 4,Weekday
3703,268470508430159,11,Multipages,Weekend Daytime
3704,268494143058076,8,Multipages,Weekday
3705,268524345560581,5,Page 4,Weekday Nighttime
3706,268610974131274,7,Page 2,Weekday
3707,268727971919864,4,Multipages,Nighttime
3708,268770156849621,9,Page 3,Weekday
3709,268846709569588,9,Multipages,Nighttime
3710,268889845329987,9,Multipages,Weekday
3711,268962330428035,6,Limited interest,Weekday Nighttime
3712,269000284528180,10,Multipages,No preference
3713,269009006559809,7,Page 5,Weekday Nighttime
3714,269013235535697,5,Page 2,Weekday Daytime
3715,269043090223863,3,Page 5,Weekend Daytime
3716,269076154452369,8,Page 4,Weekday Daytime
3717,269149012709478,7,Multipages,Weekday
3718,269222118062380,5,Page 3,Weekend
3719,269253779488967,1,Multipages,Weekday
3720,269329996471413,11,Multipages,No preference
3721,269341405098439,1,Page 3,Weekday Nighttime
3722,269347868320442,4,Multipages,Weekday Nighttime
3723,269360602747741,3,Page 5,Weekday Nighttime
3724,269407351359274,0,Multipages,Weekday Daytime
3725,269485750523574,7,Page 4,Nighttime
3726,269512798525740,4,Page 2,Daytime
3727,269549230474335,4,Multipages,Weekday
3728,269559147306681,0,Page 2,No preference
3729,269567626588074,7,Multipages,Weekend
3730,269590160822090,0,Page 4,Weekday
3731,269693851886764,9,Limited interest,No preference
3732,269704059716154,1,Page 2,Weekday Nighttime
3733,269722720382823,3,Multipages,Weekday Daytime
3734,269729486711227,10,Limited interest,Weekday
3735,269733684035572,3,Page 2,Weekend Daytime
3736,269734452641430,1,Page 5,Weekend Daytime
3737,269742289577920,3,Limited interest,Weekend Daytime
3738,269789074621596,9,Page 6,Weekend Daytime
3739,269808129055089,2,Multipages,Weekend
3740,269830650582514,4,Limited interest,Weekday Daytime
3741,269898280820986,8,Multipages,Weekday Nighttime
3742,269924913984080,1,Multipages,Daytime
3743,269980935393266,1,Multipages,Weekday
3744,269991828051957,2,Page 1,Weekday Nighttime
3745,269996151455236,1,Multipages,Weekday Nighttime
3746,270019618673197,9,Multipages,Weekday
3747,270146778794496,2,Page 6,Weekday Nighttime
3748,270212863541063,4,Limited interest,Weekday
3749,270261503613570,8,Multipages,Weekday Nighttime
3750,270278814065832,4,Page 1,Daytime
3751,270302950250394,4,Multipages,Weekday Nighttime
3752,270327819800295,0,Multipages,Weekday Daytime
3753,270338719297514,5,Multipages,Weekday Nighttime
3754,270464357003282,4,Page 6,Weekend Nighttime
3755,270479824587819,4,Page 5,Weekday
3756,270490229216223,6,Page 3,Weekday Daytime
3757,270519357622665,8,Page 4,Weekday Daytime
3758,270521620576194,5,Multipages,Weekday Nighttime
3759,270555003299478,8,Page 2,Weekday Nighttime
3760,270597611346990,0,Page 5,Daytime
3761,270645557678612,7,Page 4,Weekday
3762,270657087311823,8,Limited interest,Weekend Nighttime
3763,270716182190317,10,Page 5,Weekday Nighttime
3764,270720422317419,6,Page 1,Weekday Daytime
3765,270735574380633,2,Multipages,Weekday Daytime
3766,270792295793296,0,Page 3,Weekday Daytime
3767,270829738642809,5,Multipages,Weekday Nighttime
3768,270916743149205,6,Limited interest,No preference
3769,270956999535649,5,Multipages,Weekday
3770,271038886965474,4,Multipages,No preference
3771,271086607178340,6,Page 4,No preference
3772,271224092602518,1,Page 1,Nighttime
3773,271291872079983,1,Page 4,Weekday
3774,271316045972757,6,Multipages,Weekday
3775,271316223320374,4,Page 1,Weekend Daytime
3776,271341289732357,4,Limited interest,Weekday
3777,271393788537350,4,Multipages,Weekend Daytime
3778,271395468715337,2,Multipages,Weekday Daytime
3779,271396144663188,8,Page 2,Weekday Daytime
3780,271416311937157,0,Page 1,No preference
3781,271434357916576,6,Limited interest,Weekend Nighttime
3782,271442565451312,4,Page 1,Weekday
3783,271493791306068,1,Multipages,Daytime
3784,271567195574876,0,Limited interest,Weekday Nighttime
3785,271600703686886,4,Multipages,Daytime
3786,271605234081870,4,Page 2,Weekday Daytime
3787,271767321637159,0,Multipages,Weekday
3788,271795034074680,1,Multipages,Weekday Daytime
3789,271815149208018,1,Limited interest,Weekday Daytime
3790,271952098788667,6,Page 6,Weekday
3791,271972770806528,0,Page 4,Weekday Daytime
3792,271991962682927,2,Multipages,Weekday
3793,272065236184735,4,Multipages,Weekday
3794,272092442003863,0,Limited interest,No preference
3795,272114204984646,5,Page 3,Weekday
3796,272193975380353,1,Page 6,Weekday Daytime
3797,272195985387216,4,Page 1,Weekday Daytime
3798,272291838355381,5,Page 4,Weekday Daytime
3799,272318602578131,11,Limited interest,Weekday Nighttime
3800,272331054454711,5,Multipages,Weekday
3801,272356105244287,1,Page 4,Weekday Daytime
3802,272396653733322,2,Limited interest,Weekday Daytime
3803,272405168135370,9,Multipages,Weekend Nighttime
3804,272434093729254,2,Page 2,No preference
3805,272453227695922,0,Page 6,No preference
3806,272462703524313,6,Multipages,Weekday Nighttime
3807,272584409163310,2,Page 1,Weekday Daytime
3808,272592875612148,6,Multipages,Daytime
3809,272626616595202,1,Page 1,Weekday Nighttime
3810,272652290502704,2,Multipages,Daytime
3811,272669303171514,0,Page 2,Weekday
3812,272672249051956,3,Page 2,Weekday Daytime
3813,272756354030423,3,Page 4,Weekday Nighttime
3814,272768980916074,3,Page 5,Weekend Nighttime
3815,272789763628205,10,Page 6,Weekday Nighttime
3816,272798436340952,4,Page 2,Weekday Daytime
3817,272942432540647,4,Page 1,Weekday Nighttime
3818,272957182570192,4,Page 4,Weekday Nighttime
3819,272991573613265,9,Page 3,Weekday
3820,273066090307747,0,Multipages,Weekday Nighttime
3821,273083241932015,3,Page 1,Weekday Daytime
3822,273096744559140,2,Page 2,Weekday Daytime
3823,273170138695105,4,Page 3,Weekday
3824,273209958109949,3,Multipages,Weekday Nighttime
3825,273246113522810,0,Limited interest,Weekend Daytime
3826,273250772298272,4,Page 2,Weekday Nighttime
3827,273289244349422,2,Limited interest,Weekday
3828,273335530739428,8,Page 5,Weekday Nighttime
3829,273339944743897,3,Limited interest,Nighttime
3830,273345309572276,1,Page 2,Weekday Nighttime
3831,273387961796638,1,Page 6,No preference
3832,273493829880943,9,Multipages,Weekday
3833,273615596540379,1,Page 1,Weekend Nighttime
3834,273774074106671,6,Page 6,Weekday Daytime
3835,273879002130210,1,Limited interest,Weekend Daytime
3836,273883830832411,6,Page 3,Weekday Nighttime
3837,273914624719482,2,Multipages,Weekday Nighttime
3838,273934286754999,11,Limited interest,Weekday Nighttime
3839,274045633963144,1,Limited interest,Weekday Nighttime
3840,274049173742003,10,Page 2,Weekday Nighttime
3841,274111610007079,1,Multipages,Weekend Daytime
3842,274157285771402,6,Page 5,Weekday Nighttime
3843,274204715110609,10,Page 2,Weekday Nighttime
3844,274300460954639,4,Page 5,Weekday Daytime
3845,274328973206373,7,Limited interest,Weekday Daytime
3846,274331748952197,6,Page 6,Weekday Nighttime
3847,274332301140777,4,Page 6,Weekend
3848,274350267811111,1,Multipages,Weekday
3849,274395850751708,4,Page 3,Weekday Nighttime
3850,274428069089703,2,Page 4,Weekday
3851,274600541793632,1,Limited interest,Weekday
3852,274616103975358,0,Page 3,Weekday
3853,274717588504009,1,Multipages,Weekday Daytime
3854,274728419789387,6,Page 5,No preference
3855,274731090267933,4,Page 2,Weekend
3856,274765958844233,4,Page 1,Weekday Daytime
3857,274767055436979,2,Page 4,Weekday
3858,274861750972676,1,Page 5,Daytime
3859,274906096638415,2,Multipages,Weekday Daytime
3860,275093717622282,7,Multipages,Weekday Daytime
3861,275108841693273,10,Limited interest,Weekday Nighttime
3862,275241022632957,2,Multipages,Weekday
3863,275242120612646,4,Page 1,Nighttime
3864,275258648422448,3,Page 2,Weekday Daytime
3865,275299798773761,5,Page 6,Weekday
3866,275327965770218,4,Limited interest,Weekday Daytime
3867,275428302614762,10,Page 4,Weekend Nighttime
3868,275468554167710,2,Page 3,Weekday Nighttime
3869,275505509654220,2,Multipages,Nighttime
3870,275522643152614,2,Multipages,Weekday Nighttime
3871,275551427555286,4,Multipages,No preference
3872,275598909400047,9,Page 3,Weekend Daytime
3873,275606925610900,1,Multipages,No preference
3874,275774785002827,1,Multipages,Daytime
3875,275790548596717,6,Limited interest,Weekday
3876,275894234622628,1,Multipages,Weekend Daytime
3877,275896121904855,2,Multipages,Nighttime
3878,275933656801996,2,Multipages,Weekday
3879,275970333791217,9,Multipages,Weekday
3880,276007706527385,1,Page 1,Weekday Daytime
3881,276151863099926,5,Page 5,Weekday Daytime
3882,276176159659114,1,Multipages,Weekend
3883,276200528262996,1,Multipages,Weekday Nighttime
3884,276481177741301,6,Multipages,Weekday
3885,276507119287534,1,Page 2,Weekday Nighttime
3886,276576681366580,9,Multipages,Weekday
3887,276608855984375,4,Multipages,Weekday
3888,276776359638535,7,Page 1,Weekday
3889,276806387186697,4,Multipages,Weekday Nighttime
3890,276838757402464,4,Page 5,No preference
3891,276982203103471,9,Page 5,Weekday Daytime
3892,276992278477995,4,Limited interest,Weekday Daytime
3893,277046391933333,8,Page 2,Weekday Daytime
3894,277095464261934,10,Limited interest,Weekday Daytime
3895,277149029664709,8,Page 2,Weekday
3896,277174817075885,2,Page 5,Nighttime
3897,277271125857371,3,Multipages,Weekday Nighttime
3898,277275749737705,4,Multipages,Weekday Nighttime
3899,277332420217023,8,Multipages,Weekday
3900,277345929789111,4,Page 4,Weekday Daytime
3901,277352081729012,6,Multipages,Nighttime
3902,277548484152901,4,Page 5,Weekday Daytime
3903,277552031212864,0,Page 1,Weekday
3904,277598142625820,8,Multipages,Weekday
3905,277674961317816,2,Multipages,Weekend Daytime
3906,277702609869312,9,Page 3,Weekday
3907,277703567074931,7,Page 2,Weekday Nighttime
3908,277721463063387,1,Page 3,Weekday
3909,277779202279301,6,Page 4,No preference
3910,277800523534583,1,Multipages,Weekday Nighttime
3911,277827415394629,6,Limited interest,Weekday
3912,277831696174047,0,Multipages,Weekday
3913,277843983140770,6,Multipages,No preference
3914,277846996380182,1,Page 2,Weekday Nighttime
3915,277848111393377,4,Page 5,Weekday Daytime
3916,277860312921041,4,Multipages,Weekday
3917,277877991316224,1,Page 1,Weekend Daytime
3918,277938226068889,6,Page 5,Weekday Nighttime
3919,277945143885550,7,Limited interest,Weekday
3920,277950709649329,8,Page 5,No preference
3921,277951995389777,2,Page 1,Nighttime
3922,278023638903698,6,Multipages,Nighttime
3923,278103175836139,3,Limited interest,Weekday Nighttime
3924,278197155156502,3,Page 2,Weekday Nighttime
3925,278200412318013,4,Multipages,Weekday Nighttime
3926,278314198639882,1,Multipages,Weekday
3927,278328481689500,5,Page 1,Weekend Daytime
3928,278362067930320,4,Multipages,Weekend Nighttime
3929,278364649923708,3,Multipages,Weekday Daytime
3930,278380377746432,5,Multipages,Weekday Nighttime
3931,278420599061106,1,Multipages,Weekend Daytime
3932,278427216673843,4,Page 2,Nighttime
3933,278476072013773,7,Limited interest,No preference
3934,278486760168176,5,Page 6,Weekend Nighttime
3935,278533514459122,3,Page 2,Weekday
3936,278576279711746,4,Multipages,Weekday Daytime
3937,278726406883539,6,Multipages,Weekend
3938,278737450246196,5,Multipages,Weekday Nighttime
3939,278843250735961,0,Page 6,Weekday Daytime
3940,278843560801849,7,Page 4,Weekday Nighttime
3941,278856869389241,4,Limited interest,No preference
3942,278867396494888,8,Page 3,Daytime
3943,278926558432403,3,Page 1,Weekend
3944,279022637838698,0,Page 4,No preference
3945,279070790547506,6,Multipages,Weekday Nighttime
3946,279110878512993,4,Multipages,Weekend
3947,279118126964755,0,Multipages,Weekday Daytime
3948,279120407964173,2,Page 3,Weekend Daytime
3949,279240772662014,1,Page 1,Weekend Daytime
3950,279252527185273,6,Page 5,Weekday Nighttime
3951,279370965342272,6,Limited interest,Weekday Nighttime
3952,279439495924214,6,Multipages,Weekday
3953,279454203562781,5,Page 1,Weekday
3954,279486551921666,7,Page 6,No preference
3955,279513679667128,0,Multipages,Weekday
3956,279535731075760,4,Page 2,Daytime
3957,279564392401652,4,Limited interest,Weekday Nighttime
3958,279654293156381,10,Page 2,Daytime
3959,279708839172754,9,Multipages,No preference
3960,279720381613029,6,Page 6,Weekend Nighttime
3961,279764846485950,1,Multipages,No preference
3962,279784993132908,5,Page 1,Weekday
3963,279825019020414,4,Page 2,No preference
3964,279862073608207,9,Limited interest,Weekday Daytime
3965,279875917415075,8,Multipages,No preference
3966,279944002960642,3,Multipages,Weekday Nighttime
3967,280000613960493,6,Multipages,No preference
3968,280060537005709,1,Page 3,Daytime
3969,280064758900876,11,Limited interest,Nighttime
3970,280131957937641,0,Multipages,Nighttime
3971,280199926743785,4,Multipages,Weekday Daytime
3972,280233827063692,6,Page 1,Weekday Daytime
3973,280392385602118,3,Multipages,Weekday
3974,280399052618922,4,Multipages,Weekday
3975,280497784071994,2,Limited interest,Weekend Nighttime
3976,280498365939858,8,Page 3,Weekday Nighttime
3977,280551285969944,3,Limited interest,Weekday
3978,280554027191967,4,Limited interest,No preference
3979,280555282998825,8,Multipages,No preference
3980,280654482792717,9,Limited interest,Weekday
3981,280677677585673,6,Multipages,Weekday Nighttime
3982,280688247781946,6,Multipages,Weekday Nighttime
3983,280774193737897,6,Multipages,Nighttime
3984,280801437275331,1,Page 6,Daytime
3985,280930866641679,1,Multipages,Weekday Daytime
3986,280964114939953,1,Page 4,No preference
3987,281038930787955,4,Page 5,Weekday Nighttime
3988,281040788428771,6,Page 6,Weekend Daytime
3989,281173375169351,8,Multipages,Weekday
3990,281207201455571,1,Page 4,Weekday
3991,281315462542963,4,Limited interest,Weekday Nighttime
3992,281316331101588,4,Page 5,Weekend Daytime
3993,281508588156547,4,Page 5,Weekday Nighttime
3994,281545067934464,4,Multipages,Weekday
3995,281578822021382,2,Multipages,Weekday
3996,281654193561766,8,Page 1,Weekday Daytime
3997,281691596932411,4,Multipages,Nighttime
3998,281720511162195,0,Page 1,Weekday Nighttime
3999,281720912846334,2,Multipages,No preference
4000,281857958424947,11,Page 1,Weekend Daytime
4001,281885729411948,8,Limited interest,No preference
4002,281902198841289,5,Page 6,Weekday Nighttime
4003,281974425258983,5,Page 4,Daytime
4004,281980772776857,0,Page 3,Weekday
4005,282053644169645,4,Page 4,No preference
4006,282055865616042,4,Page 3,Weekday Daytime
4007,282105869142535,5,Limited interest,Weekday Daytime
4008,282113963730480,0,Multipages,Weekday
4009,282119641282157,3,Page 3,Nighttime
4010,282177905684004,2,Page 6,Weekday Nighttime
4011,282181732054726,7,Page 4,Weekday Daytime
4012,282196906078139,0,Multipages,Weekday Daytime
4013,282199636802556,9,Page 5,Weekday Daytime
4014,282201198751465,4,Page 6,Weekend
4015,282231063560882,4,Page 4,Weekday
4016,282257137567657,10,Page 4,Weekday Daytime
4017,282294214004771,7,Page 3,Weekday Daytime
4018,282307606908331,4,Page 5,Weekend Daytime
4019,282315236533557,0,Page 3,Weekday
4020,282343519164444,4,Page 6,Weekday Daytime
4021,282401579945053,0,Page 3,Weekday
4022,282414124489748,4,Page 4,Weekday Daytime
4023,282473064271098,2,Limited interest,Weekday Daytime
4024,282480120463369,1,Multipages,Weekday
4025,282491738270117,1,Page 3,No preference
4026,282498155030188,6,Page 5,Weekday Nighttime
4027,282525755925736,6,Page 2,Weekday Nighttime
4028,282566801690159,3,Multipages,Weekday Daytime
4029,282599525345376,4,Page 2,Nighttime
4030,282707745897897,6,Page 5,Weekday Nighttime
4031,282720679541504,6,Page 1,Weekday Daytime
4032,282750313214224,4,Multipages,Nighttime
4033,282784458267205,7,Page 4,Daytime
4034,282827831015354,1,Limited interest,Weekday
4035,282845644897242,1,Page 4,Weekday Daytime
4036,282858988253141,1,Page 3,Weekend
4037,282864794091818,10,Multipages,No preference
4038,282886833683265,4,Multipages,Daytime
4039,282908834722967,1,Page 4,Weekday Nighttime
4040,282952216616921,1,Page 2,Weekday
4041,283081539512849,3,Page 3,Weekday
4042,283094739396356,1,Page 5,Weekday Nighttime
4043,283141407215221,6,Multipages,No preference
4044,283261958576456,0,Page 2,Weekday Nighttime
4045,283528042098864,4,Page 5,Weekday Daytime
4046,283532410022447,8,Page 2,Nighttime
4047,283533833966475,6,Page 5,No preference
4048,283560078525663,9,Multipages,Weekday
4049,283608969225373,1,Multipages,Weekday Daytime
4050,283779254010401,1,Multipages,Weekend Daytime
4051,283837641317580,3,Page 3,Nighttime
4052,284058413928089,3,Limited interest,Weekend Nighttime
4053,284088972189008,1,Page 6,Weekday Daytime
4054,284114530569361,7,Page 6,Weekend
4055,284147998388770,1,Multipages,Weekday Nighttime
4056,284173410751152,6,Multipages,Weekday Nighttime
4057,284246409745685,5,Multipages,Nighttime
4058,284297407323584,8,Page 4,Daytime
4059,284300264913196,5,Page 5,Daytime
4060,284347185175352,3,Page 3,Weekday
